PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA3200020,CALTRANS-L.T. DAVIS RESTSTOP,Region 9,California,Transient non-community system,200,,Plumas,3,15,7
CA3200022,CALTRANS-CHESTER SAFETY REST STOP,Region 9,California,Transient non-community system,120,,Plumas,2,3,7
CA4700554,CALTRANS-COLLIER REST STOP,Region 9,California,Transient non-community system,"1,400",,Siskiyou,5,0,9
CA4700557,CALTRANS-WEED REST STOP,Region 9,California,Transient non-community system,"1,000",,Siskiyou,8,2,8
CA4700558,CALTRANS-GRASS LAKE REST STOP,Region 9,California,Transient non-community system,600,,Siskiyou,4,1,5
CA4500283,CALTRANS-HILLCREST SRRA,Region 9,California,Transient non-community system,"2,500",,Shasta,2,2,3
CA4500285,CALTRANS-LAKEHEAD SRRA,Region 9,California,Transient non-community system,"3,500",,Shasta,3,4,3
CA4500289,CALTRANS-SHINGLETOWN SRRA,Region 9,California,Transient non-community system,275,,Shasta,3,1,3
CA5200602,CALTRANS-RED BLUFF REST-SB,Region 9,California,Transient non-community system,"2,500",,Tehama,3,3,6
CA5200603,CALTRANS-RED BLUFF REST-NB,Region 9,California,Transient non-community system,"2,600",,Tehama,3,3,9
CA5205006,CALTRANS-COTTONWOOD TRUCK INSP. FAC.,Region 9,California,Non-Transient non-community system,35,,Tehama,2,0,4
CA4500284,CALTRANS-O'BRIEN SRRA,Region 9,California,Transient non-community system,"2,550",,Shasta,3,2,5
CA4901284,MAURITSON FAMILY WINERY,Region 9,California,Transient non-community system,40,,Sonoma,2,2,1
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,Region 9,California,Community water system,"5,000",,Ventura,13,3,19
CA3601016,THE HIGH ADOBE,Region 9,California,Transient non-community system,25,,San Bernardino,2,0,29
CA5602133,"BEEDY WATER COMPANY, LLC",Region 9,California,Non-Transient non-community system,35,,Ventura,5,10,8
CA1200773,TRIUMPHANT LIFE CAMP,Region 9,California,Transient non-community system,112,,Humboldt,5,1,7
CA3710034,OTAY WATER DISTRICT,Region 9,California,Community water system,"225,870",,San Diego,41,0,15
CA1900936,AQUA J. MUTUAL WATER COMPANY,Region 9,California,Community water system,165,,Los Angeles,10,9,11
CA1910253,CENTRAL BASIN MWD,Region 9,California,Community water system,0,,Los Angeles,5,0,1
CA2900613,SOUTH YUBA CAMPGROUND,Region 9,California,Transient non-community system,85,,Nevada,4,1,6
CA1206016,HUMBOLDT CREAMERY,Region 9,California,Non-Transient non-community system,100,FORTUNA,Humboldt,3,0,0
CA3901435,COUNTRY MART DIESEL & GAS WATER SYS,Region 9,California,Transient non-community system,25,,San Joaquin,4,4,13
CA5700521,HOLLAND MARKET,Region 9,California,Transient non-community system,33,,Yolo,2,0,6
CA2310011,LAYTONVILLE COUNTY WATER DISTRICT,Region 9,California,Community water system,"2,000",,Mendocino,7,18,24
CA1503310,RANCHO RIO EQUESTRIAN CENTER,Region 9,California,Transient non-community system,26,,Kern,3,9,5
CA5700552,PILOT TRAVEL CENTER #168 - WATER,Region 9,California,Non-Transient non-community system,82,,Yolo,4,5,15
CA4900548,HOLLAND HEIGHTS MUTUAL WATER COMPANY,Region 9,California,Community water system,300,,Sonoma,6,15,3
CA1310002,"CALEXICO, CITY OF",Region 9,California,Community water system,"40,357",CALEXICO,Imperial,4,3,28
CA1510024,GREENFIELD COUNTY WD,Region 9,California,Community water system,"10,986",,Kern,19,48,11
CA3510009,FIRECLAY TILE,Region 9,California,Non-Transient non-community system,100,,San Benito,2,1,0
CA5403030,JACK GRIGGS INC.,Region 9,California,Transient non-community system,40,,Tulare,5,25,5
CA4710010,"TULELAKE, CITY OF",Region 9,California,Community water system,"1,000",TULELAKE,Siskiyou,10,3,12
CA1800524,LASSEN MOBILE HOME PARK,Region 9,California,Community water system,62,,Lassen,2,10,6
CA2110305,CSP - MT TAM EAST PEAK SYSTEM,Region 9,California,Transient non-community system,75,,Marin,5,0,1
CA2110302,CSP - ANGEL ISLAND ST PARK,Region 9,California,Transient non-community system,"2,014",,Marin,11,0,4
CA4910304,CSP-PETALUMA ADOBE STATE HISTORIC PARK,Region 9,California,Transient non-community system,137,,Sonoma,3,0,3
CA2110300,CSP - SAMUEL TAYLOR ST PARK,Region 9,California,Transient non-community system,305,,Marin,12,2,6
CA2110301,CSP - MT TAM THEATRE WELL,Region 9,California,Transient non-community system,504,,Marin,6,1,4
CA4910302,CSP-SUGARLOAF RIDGE STATE PARK,Region 9,California,Transient non-community system,200,,Sonoma,3,1,2
CA4500246,EL RIO ESTATES,Region 9,California,Community water system,434,,Shasta,7,4,12
CA4500254,ANDERSON PARK VILLAGE,Region 9,California,Community water system,112,,Shasta,4,8,9
CA4500255,SACRAMENTO RIVER RV PARK,Region 9,California,Community water system,382,,Shasta,4,0,9
CA1700579,VILLA BLUE ESTATES WATER DISTRICT,Region 9,California,Community water system,60,,Lake,3,21,5
CA1000533,"THREE CROWNS INDUSTRIAL PARK, INC.",Region 9,California,Non-Transient non-community system,25,,Fresno,4,20,4
CA1000223,WISHON VILLAGE,Region 9,California,Transient non-community system,250,,Fresno,6,11,6
CA4300748,THE JUNCTION WATER SYSTEM,Region 9,California,Transient non-community system,50,,Santa Clara,3,8,4
CA1210016,MCKINLEYVILLE C.S.D.,Region 9,California,Community water system,"16,900",,Humboldt,3,2,23
CA1910218,LA HABRA HEIGHTS CWD,Region 9,California,Community water system,"5,459",,Los Angeles,12,0,26
CA3500524,RIVER OAKS R.V.P.,Region 9,California,Community water system,52,,San Benito,4,18,5
CA3000825,SOUTH MIDWAY CITY MUTUAL WATER CO.,Region 9,California,Community water system,825,MIDWAY CITY,Orange,7,8,10
CA0800557,HUNTER VALLEY CSD,Region 9,California,Community water system,96,,Del Norte,2,4,15
CA2300635,REDWOODS RIVER RESORT & CAMPGROUND,Region 9,California,Transient non-community system,35,,Mendocino,3,7,5
CA5301101,TREASURE CREEK WOODS MWC,Region 9,California,Community water system,131,,Trinity,4,5,8
CA4410018,CENTRAL WATER DISTRICT,Region 9,California,Community water system,"2,715",,Santa Cruz,13,4,8
CA1500152,MIRASOL COMPANY WATER SYSTEM,Region 9,California,Community water system,26,,Kern,3,26,6
CA2110303,CSP - TOMALES BAY ST PARK,Region 9,California,Transient non-community system,506,,Marin,4,1,5
CA5510006,MI WUK VILLAGE MUT WTR CO,Region 9,California,Community water system,"1,737",,Tuolumne,7,4,9
CA3310051,MYOMA DUNES MUTUAL WATER COMPANY,Region 9,California,Community water system,"8,948",,Riverside,18,1,9
CA2300519,COAST INN AND SPA,Region 9,California,Transient non-community system,25,,Mendocino,5,6,6
CA3110041,MIDWAY HEIGHTS C. W. D.,Region 9,California,Community water system,"1,080",,Placer,2,60,6
CA4910026,ODD FELLOWS RECREATION CLUB,Region 9,California,Community water system,309,,Sonoma,10,6,5
CA1900057,SAINT ANDREWS ABBEY,Region 9,California,Non-Transient non-community system,105,,Los Angeles,4,14,9
CA1900741,YOUNG-NAK PRESBYTERIAN CHURCH,Region 9,California,Transient non-community system,25,,Los Angeles,13,17,12
CA5510852,CAL FIRE BASELINE CONSERVATION CAMP,Region 9,California,Community water system,150,,Tuolumne,6,18,7
CA3010069,CITY OF FOUNTAIN VALLEY,Region 9,California,Community water system,"59,227",FOUNTAIN VALLEY,Orange,27,4,32
CA5602516,WELL-PICT BERRIES WS,Region 9,California,Non-Transient non-community system,50,,Ventura,4,18,5
CA4901455,APERTURE CELLARS,Region 9,California,Transient non-community system,26,,Sonoma,3,0,1
CA5100125,HARMONY VILLAGE,Region 9,California,Community water system,25,,Sutter,3,14,12
CA3000585,PAGE AVENUE MUTUAL WATER COMPANY,Region 9,California,Community water system,115,,Orange,5,15,9
CA0800627,GOLDEN BEAR RV PARK,Region 9,California,Transient non-community system,153,,Del Norte,2,6,15
CA0800850,SEA WEST RESTAURANT,Region 9,California,Transient non-community system,60,,Del Norte,3,12,18
CA3510006,MISSION OAKS MOBILE HOME PARK,Region 9,California,Community water system,550,,San Benito,6,10,10
CA3701594,FEATHERSTONE CANYON CHRISTIAN CAMP,Region 9,California,Transient non-community system,300,,San Diego,6,22,7
CA3701694,PINEZANITA INC.,Region 9,California,Transient non-community system,400,,San Diego,5,3,7
CA3701884,MOUNTAIN EMPIRE R.V. PARK AND CAMPGROUND,Region 9,California,Transient non-community system,26,,San Diego,4,11,8
CA3701965,MATAGUAY SCOUT RESERVATION,Region 9,California,Transient non-community system,400,,San Diego,6,15,8
CA3700846,AGUA CALIENTE COUNTY PARK,Region 9,California,Transient non-community system,400,,San Diego,19,16,13
CA3700897,GUATAY MUTUAL BENEFIT CORPORATION,Region 9,California,Community water system,100,,San Diego,8,40,16
CA3700900,LAKE HENSHAW RESORT INC.,Region 9,California,Community water system,300,,San Diego,3,12,13
CA3700933,PALOMAR MOUNTAIN MUTUAL WATER CO.,Region 9,California,Community water system,70,,San Diego,10,15,17
CA4800615,SUPERIOR PACKING CO,Region 9,California,Non-Transient non-community system,147,,Solano,4,2,4
CA4700594,DILLON CREEK CAMPGROUND-SRNF,Region 9,California,Transient non-community system,30,,Siskiyou,4,0,7
CA1200733,FISH LAKE CG - SRNF,Region 9,California,Transient non-community system,130,,Humboldt,5,2,3
CA4700593,OAK BOTTOM CG & WC,Region 9,California,Transient non-community system,25,,Siskiyou,4,0,7
CA1200600,BOISE CREEK CG-SNRF,Region 9,California,Transient non-community system,30,,Humboldt,3,25,8
CA1700695,HIGH VALLEY RANCH,Region 9,California,Transient non-community system,100,,Lake,8,5,4
CA1010034,"SAN JOAQUIN, CITY OF",Region 9,California,Community water system,"4,060",SAN JOAQUIN,Fresno,12,20,12
CA2410005,CITY OF LOS BANOS,Region 9,California,Community water system,"41,923",LOS BANOS,Merced,31,3,11
CA2000627,BLACK HAWK LODGE,Region 9,California,Transient non-community system,40,,Madera,14,10,13
CA3200205,TWO RIVERS SPORT CAMP,Region 9,California,Transient non-community system,150,,Plumas,7,5,8
CA1503672,PRINCE TRUCK STOP WATER SYSTEM,Region 9,California,Transient non-community system,32,,Kern,2,0,3
CA1200553,WEOTT C.S.D.,Region 9,California,Community water system,364,,Humboldt,8,42,18
CA4310014,CITY OF SUNNYVALE,Region 9,California,Community water system,"155,567",SUNNYVALE,Santa Clara,18,5,13
CA2910016,DONNER SUMMIT PUBLIC UTILITY DISTRICT,Region 9,California,Community water system,310,,Nevada,5,12,16
CA3100034,DSPUD-BIG BEND,Region 9,California,Transient non-community system,38,,Placer,4,8,10
CA3010082,SERRANO WATER DISTRICT,Region 9,California,Community water system,"5,895",,Orange,16,2,35
CA2500811,SULLY'S RV PARK,Region 9,California,Transient non-community system,30,,Modoc,2,2,10
CA4610002,DOWNIEVILLE PUBLIC U.D.,Region 9,California,Community water system,783,,Sierra,3,8,25
CA4900686,KOA - CLOVERDALE,Region 9,California,Transient non-community system,25,,Sonoma,4,39,1
CA4901336,MERRIAM WINERY,Region 9,California,Transient non-community system,50,,Sonoma,3,1,1
CA4900600,RINCON VALLEY MOBILE ESTATES,Region 9,California,Community water system,460,,Sonoma,5,9,4
CA1910163,VALENCIA HEIGHTS WATER CO.,Region 9,California,Community water system,"7,775",,Los Angeles,17,3,28
CA4900813,MIDGLEY'S COUNTRY FLEA MARKET,Region 9,California,Transient non-community system,100,,Sonoma,4,5,1
CA5301001,BUCKTAIL MUTUAL WATER COMPANY,Region 9,California,Community water system,61,,Trinity,8,10,12
CA1502194,SIERRA VISTA RESTAURANT,Region 9,California,Transient non-community system,50,,Kern,2,35,5
CA4900612,HEIGHTS MUTUAL WATER COMPANY,Region 9,California,Community water system,363,,Sonoma,16,7,4
CA4010081,WOODLANDS DEVELOPMENT,Region 9,California,Community water system,"2,876",,San Luis Obispo,6,1,4
CA1900527,CLEAR CREEK OUTDOOR EDUCATION CENTER,Region 9,California,Transient non-community system,105,,Los Angeles,8,5,9
CA1900588,USFS-RINCON STATION B-10,Region 9,California,Transient non-community system,25,,Los Angeles,8,1,3
CA1900077,USFS-CHANTRY FLATS-A16 WATER,Region 9,California,Transient non-community system,110,,Los Angeles,8,26,13
CA2702412,DOLE FRESH VEGETABLES WS,Region 9,California,Non-Transient non-community system,80,,Monterey,6,14,10
CA4500324,MOUNTAIN MEADOWS CAMP,Region 9,California,Transient non-community system,150,,Shasta,7,2,8
CA3900762,RIVERSIDE MOBILE HOME PARK,Region 9,California,Community water system,55,,San Joaquin,3,16,43
CA5710012,WOODLAND-DAVIS CLEAN WATER AGENCY,Region 9,California,Community water system,0,WOODLAND,Yolo,3,0,4
CA5700653,YOLO SPORTSMEN'S ASSOC,Region 9,California,Transient non-community system,30,,Yolo,3,7,17
CA0706022,BYRON UNITED METHODIST,Region 9,California,Transient non-community system,50,,Contra Costa,3,1,15
CA5500113,HEAVENLY HILLS CHRISTIAN CAMP,Region 9,California,Transient non-community system,100,,Tuolumne,2,5,3
CA1000194,PACIFIC UNION ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,490,,Fresno,4,4,5
CA2702521,SANTA LUCIA PRESERVE WS,Region 9,California,Community water system,"2,184",,Monterey,68,12,20
CA4500023,HAT CREEK HIGHLANDS MUTUAL WATER CO,Region 9,California,Community water system,88,,Shasta,3,48,11
CA5200008,BREESE SUBDIVISION 2,Region 9,California,Community water system,75,,Tehama,3,13,3
CA4901068,MAGNOLIA DRIVE WINE FACILITY,Region 9,California,Non-Transient non-community system,60,,Sonoma,7,1,2
CA1907011,FLYING J TRAVEL CENTER,Region 9,California,Non-Transient non-community system,"2,565",,Los Angeles,6,5,10
CA3600321,NPS - HOLE IN THE WALL CAMPGROUND,Region 9,California,Transient non-community system,104,,San Bernardino,5,5,3
CA3610301,NPS - KELSO DEPOT,Region 9,California,Transient non-community system,252,,San Bernardino,3,1,2
CA1900809,LANDALE MUTUAL WATER COMPANY,Region 9,California,Community water system,752,,Los Angeles,18,7,11
CA0300053,RANCHO DEL ORO,Region 9,California,Community water system,44,,Amador,4,13,24
CA4300951,REFORESTATION TECHNOLOGIES INTERNATIONAL,Region 9,California,Non-Transient non-community system,35,,Santa Clara,2,2,5
CA1900529,CAMP WILLIAMS-RESORT WATER,Region 9,California,Community water system,80,,Los Angeles,11,18,15
CA1200546,CASTERLIN SCHOOL,Region 9,California,Non-Transient non-community system,130,,Humboldt,4,29,8
CA4900743,LA CANTERA RACQUET CLUB,Region 9,California,Transient non-community system,75,,Sonoma,3,13,2
CA1910020,EAST PASADENA WATER CO.,Region 9,California,Community water system,"9,887",,Los Angeles,14,2,33
CA5301004,REDDING ODD FELLOWS CAMP,Region 9,California,Transient non-community system,65,,Trinity,7,7,12
CA4900792,WAYSIDE GARDENS MOBILE HOME PARK,Region 9,California,Community water system,75,,Sonoma,4,14,5
CA1500448,HILLVIEW ACRES MUTUAL WATER COMPANY,Region 9,California,Community water system,36,,Kern,4,14,8
CA4901301,MOSHIN VINEYARDS,Region 9,California,Transient non-community system,31,,Sonoma,4,1,1
CA0400018,BRUSH CREEK RANGER STATION,Region 9,California,Transient non-community system,30,,Butte,5,15,8
CA0409177,G & J PROPERTIES,Region 9,California,Non-Transient non-community system,50,,Butte,3,4,5
CA0400051,DINGERVILLE USA PARK,Region 9,California,Community water system,447,,Butte,3,10,9
CA0400062,RICHVALE ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,63,,Butte,3,9,8
CA0400063,MANZANITA ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,295,,Butte,6,2,7
CA5700568,RIVER GARDEN FARMS,Region 9,California,Transient non-community system,26,,Yolo,4,6,12
CA3901309,GLASSFAB TEMPERING SERVICES INC.,Region 9,California,Non-Transient non-community system,50,,San Joaquin,5,12,61
CA0110701,LAWRENCE LIVERMORE NATIONAL LAB SITE 200,Region 9,California,Non-Transient non-community system,"8,000",LIVERMORE,Alameda,2,0,1
CA0706030,NEW LIFE MARINA,Region 9,California,Transient non-community system,80,,Contra Costa,2,10,21
CA1900552,ANGELES CREST CHRISTIAN CAMP,Region 9,California,Transient non-community system,112,,Los Angeles,10,2,10
CA4900560,KELLY MUTUAL WATER COMPANY,Region 9,California,Community water system,135,,Sonoma,4,11,4
CA1910149,"SIGNAL HILL - CITY, WATER DEPT.",Region 9,California,Community water system,"11,795",SIGNAL HILL,Los Angeles,21,5,26
CA0800532,BIG ROCK C.S.D.,Region 9,California,Community water system,400,,Del Norte,3,39,18
CA1510036,INYOKERN CSD,Region 9,California,Community water system,805,,Kern,7,23,11
CA3210010,HAMILTON BRANCH CSD,Region 9,California,Community water system,"1,624",,Plumas,3,2,20
CA4300989,"GARLIC COUNTRY GOLF, INC.",Region 9,California,Transient non-community system,25,,Santa Clara,2,3,4
CA5110001,CITY OF LIVE OAK,Region 9,California,Community water system,"8,912",LIVE OAK,Sutter,20,18,40
CA2910013,WASHINGTON RIDGE C.C.,Region 9,California,Community water system,100,,Nevada,11,0,8
CA1009147,FARMING D,Region 9,California,Community water system,110,,Fresno,3,42,16
CA3910015,CITY OF LATHROP,Region 9,California,Community water system,"24,268",LATHROP,San Joaquin,20,50,24
CA3010018,CITY OF LA HABRA,Region 9,California,Community water system,"63,118",LA HABRA,Orange,41,48,21
CA4900667,COLLEGE PARK MUTUAL WATER COMPANY,Region 9,California,Community water system,237,,Sonoma,7,8,2
CA4300562,ROSEVIEW HEIGHTS MUTUAL WATER COMPANY,Region 9,California,Community water system,143,,Santa Clara,2,12,6
CA3310046,FARM MUTUAL W.C. (THE),Region 9,California,Community water system,"4,026",,Riverside,4,13,12
CA4510001,CITY OF ANDERSON,Region 9,California,Community water system,"11,147",ANDERSON,Shasta,29,3,26
CA5603124,FOXFIELD RIDING SCHOOL,Region 9,California,Transient non-community system,120,,Ventura,2,0,1
CA4200971,PETROS WINERY,Region 9,California,Transient non-community system,50,,Santa Barbara,2,0,1
CA5403061,RIVER VIEW RESTAURANT,Region 9,California,Transient non-community system,200,,Tulare,3,32,7
CA1503521,PRIMEX FARMS WATER SYSTEM,Region 9,California,Non-Transient non-community system,125,,Kern,7,5,8
CA3600166,MILL CREEK MSC,Region 9,California,Community water system,315,,San Bernardino,4,32,32
CA1400522,PALISADE GLACIER HIGH SCHOOL,Region 9,California,Non-Transient non-community system,244,,Inyo,3,11,8
CA3701380,CAMERON CORNERS,Region 9,California,Transient non-community system,50,,San Diego,3,18,7
CA3701407,SACRED MOUNTAIN INN,Region 9,California,Transient non-community system,30,,San Diego,3,4,10
CA3701476,INDIAN HILLS CAMP,Region 9,California,Transient non-community system,400,,San Diego,4,8,8
CA3701568,REY RIVER RANCH CORP.,Region 9,California,Transient non-community system,4,,San Diego,4,3,7
CA3600308,FREEDOM ACRES THE RESORT,Region 9,California,Community water system,500,,San Bernardino,4,2,44
CA3600378,SUNSHINE RESORT,Region 9,California,Transient non-community system,500,,San Bernardino,3,24,31
CA2800530,MEYERS WATER CO.,Region 9,California,Community water system,250,,Napa,2,19,22
CA2801075,CAKEBREAD CELLAR,Region 9,California,Non-Transient non-community system,100,,Napa,5,3,20
CA3010064,CITY OF WESTMINSTER,Region 9,California,Community water system,"95,256",WESTMINSTER,Orange,48,4,26
CA1700686,HARBOR RESTAURANT AND LOUNGE,Region 9,California,Transient non-community system,25,,Lake,4,11,1
CA4800561,SNUG HARBOR RESORT,Region 9,California,Community water system,125,,Solano,6,43,5
CA1910160,TRACT 349 MUTUAL WATER CO.,Region 9,California,Community water system,"7,500",,Los Angeles,9,3,16
CA1000626,EASTON BRANCH LIBRARY,Region 9,California,Transient non-community system,25,,Fresno,2,0,1
CA2000844,RIVERGOLD ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,485,,Madera,16,0,11
CA2000567,YOSEMITE HIGH SCHOOL,Region 9,California,Non-Transient non-community system,862,,Madera,28,31,18
CA0707553,RIVERVIEW MOBILE HOMES,Region 9,California,Community water system,216,,Contra Costa,2,6,35
CA1200522,WHITETHORN ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,120,,Humboldt,4,34,10
CA2300663,BRANSCOMB MOBILE HOME PARK,Region 9,California,Community water system,42,,Mendocino,4,92,5
CA1300546,GOLD ROCK RANCH,Region 9,California,Community water system,50,,Imperial,5,10,24
CA1503292,"WEATHERFORD U.S., L.P.",Region 9,California,Non-Transient non-community system,50,,Kern,2,5,5
CA4901341,MOLINO CORNER WATER SYSTEM,Region 9,California,Transient non-community system,50,,Sonoma,2,2,2
CA1500483,ALLEN ROAD MUTUAL WATER SYSTEM,Region 9,California,Community water system,195,,Kern,6,16,7
CA4900789,BLUE SPRUCE MOBILE HOME PARK,Region 9,California,Community water system,90,,Sonoma,5,7,4
CA1000076,UPPER LINE CREEK IMPRVMNT ASSN,Region 9,California,Transient non-community system,116,,Fresno,3,4,5
CA4901225,THE RENTAL PLACE,Region 9,California,Non-Transient non-community system,50,,Sonoma,3,28,3
CA3000940,CASPERS REGIONAL WILDERNESS PARK,Region 9,California,Transient non-community system,191,,Orange,5,3,9
CA4210018,BUELLTON WATER DEPARTMENT,Region 9,California,Community water system,"5,453",,Santa Barbara,10,5,14
CA1009023,BRITZ/COLUSA,Region 9,California,Community water system,85,,Fresno,3,41,17
CA1009179,BRITZ/FIVE POINT SYSTEM,Region 9,California,Community water system,76,,Fresno,3,12,11
CA2210915,REDWOODS MAIN WATER SYSTEM,Region 9,California,Transient non-community system,93,,Mariposa,2,0,4
CA2210928,REDWOODS 70'S WATER SYSTEM,Region 9,California,Transient non-community system,36,,Mariposa,3,0,4
CA2210913,NORTH WAWONA ESTATES (B SYSTEM),Region 9,California,Transient non-community system,81,,Mariposa,3,4,4
CA2210912,NORTH WAWONA PARK MUTUAL (A SYSTEM),Region 9,California,Transient non-community system,28,,Mariposa,5,2,5
CA3200172,ASSOCIATIONS OF THOMPSON LAKE,Region 9,California,Transient non-community system,120,,Plumas,4,15,7
CA3200102,WHITEHAWK RANCH MWC,Region 9,California,Community water system,765,,Plumas,5,5,8
CA0105002,RIVERS END MARINA,Region 9,California,Transient non-community system,250,,Alameda,3,27,5
CA0707901,BRUNS MEMORIAL AMPHITHEATER,Region 9,California,Transient non-community system,150,,Contra Costa,2,0,15
CA1900804,EVERGREEN MUTUAL WATER COMPANY,Region 9,California,Community water system,95,,Los Angeles,13,7,11
CA0300006,CAMP RITCHIE,Region 9,California,Transient non-community system,200,,Amador,2,5,12
CA2400345,JS WEST MILLING CO HILMAR RANCH,Region 9,California,Non-Transient non-community system,68,,Merced,7,4,1
CA1800529,SUSAN HILLS ESTATES WC,Region 9,California,Community water system,316,,Lassen,3,5,7
CA4901028,GLORIA FERRER CAVES,Region 9,California,Non-Transient non-community system,80,,Sonoma,4,3,3
CA4200818,CIRCLE V RANCH CAMP,Region 9,California,Transient non-community system,175,,Santa Barbara,5,2,19
CA1900929,MIRA LOMA HIGH DESERT HOSPITAL,Region 9,California,Non-Transient non-community system,500,,Los Angeles,18,1,10
CA1900556,VASQUEZ ROCKS COUNTY PARK,Region 9,California,Transient non-community system,30,,Los Angeles,4,0,1
CA0105008,CASTLEWOOD DOMESTIC WATER SYSTEM,Region 9,California,Community water system,524,,Alameda,3,3,9
CA1900046,PETER PITCHESS HONOR RANCHO DETN. CTR,Region 9,California,Community water system,"7,000",,Los Angeles,16,7,23
CA4200867,RAY WATER COMPANY,Region 9,California,Community water system,40,,Santa Barbara,4,34,2
CA5200562,SKY VIEW COUNTY WATER,Region 9,California,Community water system,412,,Tehama,3,11,3
CA4400624,RANCHO CORRALITOS,Region 9,California,Community water system,60,,Santa Cruz,3,14,48
CA4200969,AAA KINDNESS CARE HOME,Region 9,California,Community water system,45,,Santa Barbara,2,0,3
CA1000111,PINE RIDGE SCHOOL,Region 9,California,Non-Transient non-community system,100,,Fresno,3,4,9
CA5403116,CORRAL CREEK RESORT,Region 9,California,Transient non-community system,34,,Tulare,7,5,6
CA4901109,CAMP LIAHONA REDWOODS,Region 9,California,Transient non-community system,150,,Sonoma,8,6,2
CA4900873,STEWARTS POINT WATER SYSTEM,Region 9,California,Transient non-community system,25,,Sonoma,4,8,2
CA1510702,EDWARDS AFB - AIR FORCE RESEARCH LAB,Region 9,California,Non-Transient non-community system,418,,Kern,13,2,5
CA1510701,EDWARDS AFB - MAIN BASE,Region 9,California,Community water system,"24,806",,Kern,31,8,10
CA0110003,CALIFORNIA WATER SERVICE - LIVERMORE,Region 9,California,Community water system,"59,000",,Alameda,32,0,13
CA4901258,SONOMA LODGE,Region 9,California,Non-Transient non-community system,300,,Sonoma,5,0,1
CA1910194,ROWLAND WATER DISTRICT,Region 9,California,Community water system,"59,283",,Los Angeles,6,0,21
CA5403080,LEGACY PACKING,Region 9,California,Non-Transient non-community system,125,,Tulare,4,9,8
CA3301571,DESTINY MCINTYRE RV CAMPGROUND,Region 9,California,Transient non-community system,61,,Riverside,3,13,7
CA0910015,TAHOE KEYS WATER COMPANY,Region 9,California,Community water system,"1,420",,El Dorado,8,7,12
CA3910007,"RIPON, CITY OF",Region 9,California,Community water system,"16,292",RIPON,San Joaquin,33,20,23
CA2709830,EUREKA CULTIVATION WS,Region 9,California,Non-Transient non-community system,48,,Monterey,2,0,1
CA2910010,TRUCKEE-DONNER PUD - HIRSCHDALE,Region 9,California,Community water system,85,,Nevada,4,2,5
CA2910003,"TRUCKEE-DONNER PUD, MAIN",Region 9,California,Community water system,"36,730",,Nevada,43,2,25
CA3310033,SANTA ANA RIVER WATER COMPANY,Region 9,California,Community water system,"6,774",,Riverside,17,18,10
CA3310016,"HEMET, CITY OF",Region 9,California,Community water system,"32,600",HEMET,Riverside,43,30,8
CA2701929,COUNTRY MEADOWS MWC,Region 9,California,Community water system,621,,Monterey,7,3,9
CA3200219,BREWING LAIR,Region 9,California,Transient non-community system,100,,Plumas,2,0,1
CA4000216,TANK FARM BUSINESS PARK,Region 9,California,Non-Transient non-community system,45,,San Luis Obispo,3,5,8
CA2000564,CAMP PACIFICA,Region 9,California,Transient non-community system,81,,Madera,15,17,6
CA2900570,THOMPSON WATER SYSTEMS,Region 9,California,Transient non-community system,100,,Nevada,3,7,13
CA1900707,ILEAD AGUA DULCE CHARTER SCHOOL,Region 9,California,Non-Transient non-community system,450,,Los Angeles,9,5,10
CA2800101,EHLERS ESTATE,Region 9,California,Transient non-community system,25,,Napa,3,0,5
CA2800683,"COUNTRY INN, THE",Region 9,California,Transient non-community system,29,,Napa,2,19,12
CA2000593,OAKHURST MOBILE HOME ESTATES,Region 9,California,Community water system,164,,Madera,28,22,10
CA5010007,HILLSVIEW HOMES,Region 9,California,Community water system,887,,Stanislaus,5,11,13
CA3701909,CUYAMACA OUTDOOR SCHOOL,Region 9,California,Non-Transient non-community system,480,,San Diego,5,12,11
CA3600087,DEER LODGE WATER SYSTEM,Region 9,California,Community water system,745,,San Bernardino,4,4,41
CA1400147,PETITE PANTRY,Region 9,California,Transient non-community system,48,,Inyo,2,19,8
CA5400754,SOUTH KAWEAH MUTUAL WATER COMPANY,Region 9,California,Community water system,384,,Tulare,4,24,10
CA0900529,STATION HOUSE INN,Region 9,California,Non-Transient non-community system,310,,El Dorado,3,5,6
CA4600009,"SIERRA CSA #5, SIERRA BROOKS",Region 9,California,Community water system,515,,Sierra,3,11,18
CA1510040,KERN COUNTY WATER AGENCY,Region 9,California,Community water system,0,,Kern,34,0,13
CA5402057,DEER CREEK RV PARK,Region 9,California,Transient non-community system,76,,Tulare,2,3,7
CA3600602,ALPINE CAMP AND CONFERENCE CENTER,Region 9,California,Transient non-community system,427,,San Bernardino,6,0,31
CA4901113,MOM S APPLE PIE,Region 9,California,Transient non-community system,30,,Sonoma,4,5,2
CA2300957,LAUREN'S,Region 9,California,Transient non-community system,120,,Mendocino,3,5,1
