PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA0900557,EMERALD PINES RESORT CABINS,Region 9,California,Transient non-community system,100,,El Dorado,5,8,7
CA0900560,FLL MUTUAL,Region 9,California,Transient non-community system,100,,El Dorado,4,28,3
CA0900562,HEATHER LAKE ROAD TRACT,Region 9,California,Transient non-community system,25,,El Dorado,3,4,4
CA5602133,BEEDY STREET WATER SYSTEM/INDUSTRIAL,Region 9,California,Non-Transient non-community system,35,,Ventura,3,10,7
CA3000734,KNOTT S BERRY FARM,Region 9,California,Non-Transient non-community system,"3,000",,Orange,18,5,8
CA5601119,SIETE ROBLES MUTUAL WATER CO,Region 9,California,Community water system,274,,Ventura,6,13,11
CA1900679,RANCHO LOS AMIGOS MEDICAL CENTER,Region 9,California,Non-Transient non-community system,"2,000",,Los Angeles,8,2,2
CA5602407,RIO MESA HIGH SCHOOL/OXNARD UHS,Region 9,California,Non-Transient non-community system,"2,600",,Ventura,5,1,7
CA1503292,"WEATHERFORD U.S., L.P.",Region 9,California,Non-Transient non-community system,50,,Kern,2,5,3
CA2210917,YOSEMITE RIDGE RESORT,Region 9,California,Community water system,45,,Mariposa,5,13,5
CA5100140,MARCUM ILLINOIS ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,200,,Sutter,4,14,8
CA1010039,CARUTHERS COMM SERV DIST,Region 9,California,Community water system,"2,497",,Fresno,7,42,8
CA1500458,R.S. MUTUAL WATER COMPANY,Region 9,California,Community water system,67,,Kern,3,52,3
CA1010018,"KERMAN, CITY OF",Region 9,California,Community water system,"14,068",KERMAN,Fresno,34,9,10
CA4510800,SUGAR PINE CONSERVATION CAMP,Region 9,California,Non-Transient non-community system,135,,Shasta,3,7,5
CA3610085,SAN ANTONIO WATER COMPANY,Region 9,California,Community water system,"3,371",,San Bernardino,34,3,12
CA4900743,LA CANTERA RACQUET CLUB,Region 9,California,Transient non-community system,50,,Sonoma,3,13,2
CA1910020,EAST PASADENA WATER CO.,Region 9,California,Community water system,"9,854",,Los Angeles,15,2,31
CA5301004,REDDING ODD FELLOWS CAMP,Region 9,California,Transient non-community system,50,,Trinity,7,7,9
CA3910003,"ESCALON, CITY OF",Region 9,California,Community water system,"7,137",ESCALON,San Joaquin,25,17,18
CA0800555,GASQUET C.S.D.,Region 9,California,Community water system,775,,Del Norte,2,2,15
CA1910137,THE BOEING COMPANY - HDAIT,Region 9,California,Non-Transient non-community system,249,,Los Angeles,12,3,17
CA4901305,TRUETT & HURST WINERY,Region 9,California,Transient non-community system,30,,Sonoma,3,1,1
CA4900786,RANCHO SANTA ROSA MHP,Region 9,California,Community water system,175,,Sonoma,3,12,5
CA3510004,AROMAS WATER DISTRICT,Region 9,California,Community water system,"2,700",,San Benito,16,4,9
CA1500448,HILLVIEW ACRES MUTUAL WATER COMPANY,Region 9,California,Community water system,25,,Kern,4,13,4
CA4210007,MONTECITO WATER DIST,Region 9,California,Community water system,"13,500",,Santa Barbara,59,2,31
CA4901301,MOSHIN VINEYARDS,Region 9,California,Transient non-community system,26,,Sonoma,4,0,1
CA5410048,PORTERVILLE-JONES CORNER,Region 9,California,Community water system,339,,Tulare,5,0,2
CA5410010,"PORTERVILLE, CITY OF",Region 9,California,Community water system,"55,107",PORTERVILLE,Tulare,126,2,13
CA1700686,HARBOR RESTAURANT AND LOUNGE,Region 9,California,Transient non-community system,25,,Lake,5,6,1
CA4800561,SNUG HARBOR RESORT,Region 9,California,Transient non-community system,250,,Solano,7,3,4
CA5510852,BASELINE CONSERVATION CAMP,Region 9,California,Community water system,150,,Tuolumne,3,11,5
CA3210004,QUINCY COMMUNITY S.D.,Region 9,California,Community water system,"1,879",,Plumas,18,4,21
CA2300731,"CITY OF 10,000 BUDDHAS",Region 9,California,Community water system,200,UKIAH,Mendocino,6,12,4
CA0800548,KLAMATH C.S.D.,Region 9,California,Community water system,100,,Del Norte,4,13,13
CA1910160,TRACT 349 MUTUAL WATER CO.,Region 9,California,Community water system,"7,500",,Los Angeles,8,1,15
CA0901250,GERLE CREEK SUMMER HOMES,Region 9,California,Transient non-community system,82,,El Dorado,8,3,2
CA3210011,PLUMAS EUREKA CSD,Region 9,California,Community water system,325,,Plumas,5,28,12
CA5710003,CITY OF WEST SACRAMENTO,Region 9,California,Community water system,"46,500",WEST SACRAMENTO,Yolo,54,0,31
CA3410022,OLYMPIA MOBILODGE,Region 9,California,Community water system,450,,Sacramento,3,1,6
CA1800512,CLEAR CREEK CSD-WESTWOOD,Region 9,California,Community water system,400,,Lassen,2,11,8
CA3310032,"SAN JACINTO, CITY OF",Region 9,California,Community water system,"14,435",SAN JACINTO,Riverside,22,5,10
CA4400901,DAVENPORT CP,Region 9,California,Non-Transient non-community system,138,,Santa Cruz,0,0,0
CA5401065,FANCHER CREEK PACKING INC,Region 9,California,Non-Transient non-community system,75,,Tulare,3,1,0
CA1510011,BUTTONWILLOW CWD,Region 9,California,Community water system,"1,266",,Kern,7,10,8
CA1610001,ARMONA COMMUNITY SERVICES DIST,Region 9,California,Community water system,"3,239",,Kings,12,74,4
CA5410019,IVANHOE PUBLIC UTILITY DIST,Region 9,California,Community water system,"4,474",,Tulare,12,9,12
CA5410022,CAMP NELSON WATER COMPANY,Region 9,California,Community water system,67,,Tulare,3,22,10
CA0901260,CODY WATER ASSOCIATION,Region 9,California,Transient non-community system,110,,El Dorado,3,2,4
CA0900211,MOTHER LODE RIVER CENTER,Region 9,California,Transient non-community system,103,,El Dorado,3,6,6
CA0900213,PIONEER PARK WATER SYSTEM,Region 9,California,Transient non-community system,100,,El Dorado,4,6,5
CA0900311,MOUNTAIN CAMP II,Region 9,California,Transient non-community system,140,,El Dorado,3,5,2
CA0900408,MADRONE MONTESSORI SCHOOL,Region 9,California,Non-Transient non-community system,50,,El Dorado,2,4,3
CA0900423,"O.A.R.S., INC  #70",Region 9,California,Transient non-community system,100,,El Dorado,3,7,4
CA0900107,GRAY'S MART & GAS (HEALTH),Region 9,California,Transient non-community system,100,,El Dorado,3,13,2
CA4110025,NORTH COAST COUNTY WATER DIST,Region 9,California,Community water system,"38,390",,San Mateo,6,2,21
CA4300922,"SIMONSEN LABORATORIES, INC.",Region 9,California,Non-Transient non-community system,53,,Santa Clara,2,2,4
CA3910020,STOCKTON VERDE MOBILE HOME PARK,Region 9,California,Community water system,590,,San Joaquin,5,9,15
CA0800556,HRC C.S.D.,Region 9,California,Community water system,150,,Del Norte,5,12,17
CA0800603,BUTTE COURT MOBILE HOME PARK,Region 9,California,Community water system,67,,Del Norte,3,8,15
CA1206011,ANCIENT REDWOODS RESORT,Region 9,California,Transient non-community system,50,,Humboldt,3,1,3
CA1502398,FARMER JOHN EGG RANCH #2,Region 9,California,Non-Transient non-community system,30,,Kern,2,16,5
CA4901190,LIETO WATER SYSTEM (SUNRIDGE SCHOOL),Region 9,California,Non-Transient non-community system,170,,Sonoma,3,4,3
CA1900715,HALFWAY HOUSE CAFE,Region 9,California,Transient non-community system,25,,Los Angeles,3,1,4
CA1000017,DOWVILLE TRACT ASSOCIATION,Region 9,California,Transient non-community system,150,,Fresno,9,12,3
CA1910225,LAS VIRGENES MWD,Region 9,California,Community water system,"67,700",,Los Angeles,5,3,16
CA4700814,KIDDER CREEK ORCHARD CAMP,Region 9,California,Transient non-community system,200,,Siskiyou,2,2,5
CA0910019,LAKESIDE PARK ASSOCIATION,Region 9,California,Community water system,"1,000",,El Dorado,8,2,11
CA5810002,LINDA COUNTY WATER DISTRICT,Region 9,California,Community water system,"13,800",,Yuba,21,7,35
CA1910039,SAN GABRIEL VALLEY WATER CO.-EL MONTE,Region 9,California,Community water system,"263,943",,Los Angeles,142,2,110
CA1910189,SAN GABRIEL VALLEY WATER CO.-MONTEBELLO,Region 9,California,Community water system,"8,937",,Los Angeles,7,5,24
CA1910117,"MONTEBELLO-CITY, WATER DEPT.",Region 9,California,Community water system,"9,181",MONTEBELLO,Los Angeles,15,1,22
CA5601106,FILLMORE WEST MOBILE HOME PARK,Region 9,California,Community water system,99,,Ventura,5,14,9
CA4901333,VCA FORESTVILLE VETERINARY HOSPITAL,Region 9,California,Transient non-community system,26,,Sonoma,5,0,2
CA1900733,JUBILEE SCOUT RANCH,Region 9,California,Transient non-community system,25,,Los Angeles,3,25,2
CA1510015,OILDALE MWC,Region 9,California,Community water system,"26,000",,Kern,36,4,7
CA0310020,THE OAKS MOBILE HOME PARK,Region 9,California,Community water system,600,,Amador,3,2,15
CA1900907,SHERWOOD MOBILE HOME PARK,Region 9,California,Community water system,250,,Los Angeles,8,6,7
CA4800786,MIDWAY FOODS,Region 9,California,Transient non-community system,100,,Solano,2,2,5
CA1500324,WONDER ACRES WATER SYSTEM,Region 9,California,Community water system,86,,Kern,3,14,2
CA1510032,"CALIFORNIA CITY, CITY OF",Region 9,California,Community water system,"14,212",CALIFORNIA CITY,Kern,22,13,14
CA2300621,SEA ROCK INN,Region 9,California,Transient non-community system,50,,Mendocino,3,24,3
CA3710034,OTAY WATER DISTRICT,Region 9,California,Community water system,"213,000",,San Diego,33,0,13
CA3500911,CREEKBRIDGE MUTUAL WATER COMPANY,Region 9,California,Community water system,65,,San Benito,3,5,6
CA1000575,POINDEXTER NUT COMPANY,Region 9,California,Non-Transient non-community system,50,,Fresno,4,3,2
CA4410008,"MT. HERMON ASSOCIATION, INC.",Region 9,California,Community water system,"2,250",,Santa Cruz,14,2,7
CA5710009,UC - DAVIS,Region 9,California,Community water system,"40,185",,Yolo,29,3,8
CA1700597,LAKE PILLSBURY RANCH WATER COMPANY,Region 9,California,Transient non-community system,316,,Lake,5,2,6
CA1500371,UNION PACIFIC RAILROAD COMPANY (KEENE),Region 9,California,Community water system,147,,Kern,23,25,8
CA4901287,ROCHIOLI WINERY,Region 9,California,Transient non-community system,26,,Sonoma,3,0,3
CA4901130,GRAVENSTEIN BUSINESS PARK,Region 9,California,Non-Transient non-community system,50,,Sonoma,3,3,2
CA3310018,HOME GARDENS COUNTY WD,Region 9,California,Community water system,"3,033",,Riverside,13,66,13
CA3910019,LINDEN COUNTY WATER DISTRICT,Region 9,California,Community water system,"1,450",,San Joaquin,17,7,12
CA2110008,LAWSON S LANDING,Region 9,California,Community water system,900,,Marin,13,7,9
CA0600042,ARBUCKLE GOLF CLUB,Region 9,California,Transient non-community system,120,,Colusa,2,0,4
CA0800605,WEST PARK PROPERTIES,Region 9,California,Community water system,112,,Del Norte,2,10,18
CA4510001,CITY OF ANDERSON,Region 9,California,Community water system,"9,932",ANDERSON,Shasta,35,2,24
CA4900789,BLUE SPRUCE MOBILE HOME PARK,Region 9,California,Community water system,90,,Sonoma,7,7,3
CA1000076,UPPER LINE CREEK IMPRVMNT ASSN,Region 9,California,Transient non-community system,150,,Fresno,3,4,3
CA3100041,ALPINE MEADOWS PROPERTY OWNERS ASSO,Region 9,California,Community water system,250,,Placer,4,28,7
CA4901225,THE RENTAL PLACE,Region 9,California,Non-Transient non-community system,45,,Sonoma,3,28,2
CA1900764,HENNINGER FLATS,Region 9,California,Transient non-community system,25,,Los Angeles,3,1,11
CA3710014,"OCEANSIDE, CITY OF",Region 9,California,Community water system,"169,350",OCEANSIDE,San Diego,29,3,23
CA2100527,MARIN FRENCH CHEESE CO,Region 9,California,Transient non-community system,100,,Marin,3,1,2
CA3000940,CASPERS REGIONAL WILDERNESS PARK,Region 9,California,Transient non-community system,515,,Orange,6,0,6
CA4210018,BUELLTON WATER DEPARTMENT,Region 9,California,Community water system,"4,878",,Santa Barbara,11,5,12
CA1000097,FCPG/LOST LAKE RECREATION AREA,Region 9,California,Transient non-community system,100,,Fresno,3,5,8
CA1000096,FCPG/AVOCADO LAKE PARK,Region 9,California,Transient non-community system,200,,Fresno,3,3,11
CA1000094,FCPG/KEARNEY PARK,Region 9,California,Transient non-community system,200,,Fresno,10,9,7
CA1000270,FCPG/CHOINUMNI CAMPGROUND,Region 9,California,Transient non-community system,30,,Fresno,4,30,9
CA2210911,MUSD - SPRING HILL HIGH SCHOOL,Region 9,California,Non-Transient non-community system,93,,Mariposa,3,0,4
CA2210910,MUSD - WOODLAND ELEMENTERAY SCHOOL,Region 9,California,Non-Transient non-community system,455,,Mariposa,6,0,5
CA2210909,MUSD - MARIPOSA JUNIOR HIGH SCHOOL,Region 9,California,Non-Transient non-community system,260,,Mariposa,6,0,5
CA2210908,MUSD -COULTERVILLE - GREELEY HILL SCHOOL,Region 9,California,Transient non-community system,37,,Mariposa,3,0,4
CA2900549,MARIN SIERRA BOY SCOUTS OF AMERICA,Region 9,California,Transient non-community system,150,,Nevada,3,27,8
CA2900567,DIAMOND ARROW CONFERENCE CENTER,Region 9,California,Transient non-community system,250,,Nevada,11,3,6
CA2900572,FIVE MILE HOUSE WATER SYSTEM,Region 9,California,Transient non-community system,150,,Nevada,4,4,4
CA2900595,PETERSONS CORNER WATER SYSTEM,Region 9,California,Transient non-community system,150,,Nevada,4,3,5
CA5500260,USFS BOULDER FLAT,Region 9,California,Transient non-community system,80,,Tuolumne,2,1,4
CA5500253,USFS LOST CLAIM,Region 9,California,Transient non-community system,60,,Tuolumne,2,2,5
CA5500016,USFS - GROVELAND RANGER STN.,Region 9,California,Non-Transient non-community system,30,,Tuolumne,4,11,8
CA2100549,BLUE MOUNTAIN CENTER,Region 9,California,Community water system,30,,Marin,6,6,4
CA2100576,PIEZZI BUILDING,Region 9,California,Transient non-community system,100,,Marin,2,0,4
CA1910045,ANTELOPE VALLEY-EAST KERN WATER AGENCY,Region 9,California,Community water system,0,,Los Angeles,13,1,23
CA1909015,21ST CENTURY HOLINESS TABERNACLE CHURCH,Region 9,California,Transient non-community system,25,,Los Angeles,4,1,1
CA5500236,MAYNORDS RECOVERY CENTER,Region 9,California,Transient non-community system,25,,Tuolumne,5,1,6
CA4300550,VISTA GRANDE WATER USERS ASSOCIATION,Region 9,California,Community water system,60,,Santa Clara,2,14,2
CA5000561,MCHENRY GOLF CENTER,Region 9,California,Transient non-community system,25,,Stanislaus,3,3,4
CA5000538,MODESTO CHRISTIAN CENTER (WATERSYSTEM),Region 9,California,Transient non-community system,25,,Stanislaus,3,5,5
CA5000552,KIERNAN BUSINESS CENTER,Region 9,California,Non-Transient non-community system,120,,Stanislaus,2,4,4
CA5000562,LOS INDIOS WATER SYSTEM,Region 9,California,Transient non-community system,25,,Stanislaus,5,1,5
CA4300971,PG&E METCALF,Region 9,California,Non-Transient non-community system,25,,Santa Clara,3,2,4
CA1900707,AGUA DULCE ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,450,,Los Angeles,3,2,6
CA5710006,CITY OF WOODLAND,Region 9,California,Community water system,"56,464",WOODLAND,Yolo,58,2,14
CA5000563,ELKS LODGE 1282,Region 9,California,Non-Transient non-community system,25,,Stanislaus,2,2,5
CA5000578,TURLOCK SPORTSMAN'S CLUB,Region 9,California,Transient non-community system,26,,Stanislaus,3,0,3
CA5000536,PENTECOST PROPERTIES WATER SYSTEM,Region 9,California,Transient non-community system,25,,Stanislaus,3,0,3
CA5000581,PIONEER EQUINE HOSPITAL WATER SYSTEM,Region 9,California,Non-Transient non-community system,25,,Stanislaus,3,4,3
CA5000582,JOE'S FOOD MART WATER SYSTEM,Region 9,California,Transient non-community system,26,,Stanislaus,3,0,6
CA5000530,"FRAZIER NUT FARMS, INC.",Region 9,California,Non-Transient non-community system,40,,Stanislaus,7,23,8
CA2600614,JUNE MOUNTAIN SKI AREA - STEW POT SLIM'S,Region 9,California,Transient non-community system,50,,Mono,2,35,1
CA2600615,JUNE MOUNTAIN SKI AREA - STEW POT SLIM'S,Region 9,California,Transient non-community system,500,,Mono,2,15,1
CA2600626,CROWLEY LAKE PARK,Region 9,California,Transient non-community system,25,,Mono,3,4,3
CA2600631,WALKER COMMUNITY HALL AND PARK,Region 9,California,Transient non-community system,25,,Mono,4,4,3
CA2600633,WHITMORE POOL,Region 9,California,Transient non-community system,50,,Mono,2,5,15
CA2600656,CHALFANT MERCANTILE,Region 9,California,Transient non-community system,25,,Mono,3,9,9
CA2400209,SAN LUIS HILLS,Region 9,California,Community water system,300,,Merced,4,12,7
CA1200773,TRIUMPHANT LIFE CAMP,Region 9,California,Transient non-community system,140,,Humboldt,6,1,5
CA1206012,WHITETHORN CONSTRUCTION,Region 9,California,Transient non-community system,21,,Humboldt,3,0,2
CA4900792,WAYSIDE GARDENS MOBILE HOME PARK,Region 9,California,Community water system,75,,Sonoma,4,14,3
CA2110001,INVERNESS PUBLIC UTILITY DIST,Region 9,California,Community water system,"1,304",,Marin,14,29,9
CA5602108,GARDEN ACRES MUTUAL WATER CO,Region 9,California,Community water system,798,,Ventura,5,10,9
CA5510006,MI-WUK VILLAGE MUT WTR CO,Region 9,California,Community water system,"1,737",,Tuolumne,8,4,7
CA3910005,"MANTECA, CITY OF",Region 9,California,Community water system,"66,451",MANTECA,San Joaquin,67,41,14
CA3910018,SAN JOAQUIN RIVER CLUB INC,Region 9,California,Community water system,600,,San Joaquin,7,8,10
CA1700502,ANDERSON SPRINGS CSD,Region 9,California,Community water system,500,,Lake,3,28,6
CA3310051,MYOMA DUNES MUTUAL WATER COMPANY,Region 9,California,Community water system,"6,159",,Riverside,23,1,7
CA4901272,WILDWOOD RETREAT,Region 9,California,Transient non-community system,75,,Sonoma,7,4,1
CA2300519,COAST INN AND SPA,Region 9,California,Transient non-community system,25,,Mendocino,5,5,4
CA3110041,MIDWAY HEIGHTS C. W. D.,Region 9,California,Community water system,"1,080",,Placer,2,60,6
CA2900529,SUNSET MOBILE HOME PARK WATER SYSTEM,Region 9,California,Community water system,60,,Nevada,6,16,7
CA2900530,ROUGH & READY MOBILEHOME VILLAGE,Region 9,California,Community water system,200,,Nevada,4,41,5
CA2900532,PENN VALLEY SHOPPING CENTER,Region 9,California,Non-Transient non-community system,250,,Nevada,2,8,7
CA2900540,FOREST LAKE CHRISTIAN SCHOOL,Region 9,California,Non-Transient non-community system,300,,Nevada,2,12,6
CA1907013,WAGON WHEEL PLAZA -SWEETWATER,Region 9,California,Transient non-community system,25,,Los Angeles,3,6,6
CA1900750,DEL SUR SCHOOL / WESTSIDE UNION DISTRICT,Region 9,California,Non-Transient non-community system,920,,Los Angeles,5,2,7
CA0910001,EL DORADO ID - MAIN,Region 9,California,Community water system,"112,000",,El Dorado,19,4,112
CA0910018,EL DORADO ID - OUTINGDALE,Region 9,California,Community water system,497,,El Dorado,3,4,12
CA0910017,EL DORADO ID - STRAWBERRY,Region 9,California,Community water system,358,,El Dorado,3,5,7
